;"          Niedersachsen";"5.840";"74,1";"111,1";
;"          Nordrhein-Westfalen";"11.399";"63,4";"96,8";
;"          Rheinland-Pfalz";"2.980";"74,0";"109,0";
;"          Saarland";"867";"80,8";"118,3";
;"          Sachsen";"2.235";"49,9";"69,1";
;"          Sachsen-Anhalt";"1.338";"50,2";"77,4";
;"          Schleswig-Holstein";"1.789";"64,6";"92,0";
;"          Thüringen";"1.290";"52,5";"83,0";
;"        Früheres Bundesgebiet und Berlin-Ost";"44.385";"65,2";"99,6";
;"        Neue Länder ohne Berlin-Ost";"7.120";"50,9";"80,0";
"        1998";"        Deutschland";"49.084";"59,8";"93,6";
;"          Baden-Württemberg";"5.452";"52,4";"86,7";
;"          Bayern";"7.607";"63,0";"101,2";
;"          Berlin";"2.083";"61,0";"95,2";
;"          Brandenburg";"1.402";"54,3";"101,4";
;"          Bremen";"472";"70,4";"91,2";
;"          Hamburg";"1.323";"77,7";"104,5";
;"          Hessen";"3.473";"57,6";"88,1";
;"          Mecklenburg-Vorpommern";"857";"47,5";"94,5";
;"          Niedersachsen";"6.009";"76,5";"117,0";
;"          Nordrhein-Westfalen";"10.343";"57,6";"88,3";
;"          Rheinland-Pfalz";"2.845";"70,8";"107,0";
;"          Saarland";"706";"65,6";"98,3";
;"          Sachsen";"2.105";"46,7";"66,4";
;"          Sachsen-Anhalt";"1.317";"49,0";"77,8";
;"          Schleswig-Holstein";"1.858";"67,3";"98,3";
;"          Thüringen";"1.232";"49,9";"80,0";
;"        Früheres Bundesgebiet und Berlin-Ost";"42.171";"62,0";"96,3";
;"        Neue Länder ohne Berlin-Ost";"6.913";"49,2";"79,6";

****************************************************************************************************
Fußnoten
****************************************************************************************************

1.;Bis 1997 wurden die Sterbefälle nach der ICD-9 erhoben. Die Angaben sind daher in einer separaten gestaltbaren Tabelle aufgeführt (siehe Links auf andere Fundstellen).
2.;Berichtsjahr 2019: Von zwei  Bundesländern wurden  auf regionaler Ebene aus Geheimhaltungsgründen andere  Daten veröffentlicht.  Es kann daher  zwischen den regionalen Veröffentlichungen und den
hier veröffentlichten Daten zu geringfügigen Abweichungen kommen.
3.;Im September 2019 wurden bei den altersstandardisierten Werten des Jahres 2017 Korrekturen vorgenommen, durch die sich Abweichungen zu früher angezeigten Werten ergeben können.
4.;Verletzungen und Vergiftungen (ICD-10 Pos-Nr. S00-T98) sind die Folgen der Äußeren Ursachen (ICD-10 Pos-Nr. V00-Y98) und dürfen nicht zu diesen hinzu addiert werden.
5.;In den Jahren 2000 und 2001 gibt es Abweichungen zwischen den Bundeszahlen für Hamburg und den von Hamburg veröffentlichten Angaben.

****************************************************************************************************
Die Tabelle wurde am 14.11.2025 12:05 Uhr unter www.gbe-bund.de erstellt.
****************************************************************************************************

Quelle(n):
Todesursachenstatistik, Statistisches Bundesamt
Fortschreibung des Bevölkerungsstandes, Statistisches Bundesamt
